country_code,country_name,region,forecast_year,horizon,predicted_enrollment,lower_bound,upper_bound,model_version,scenario
EC,Ecuador,Other,2031,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2032,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2033,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2034,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2035,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2036,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2037,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2038,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2039,15,3958719,3642021,4275416,v1.2.0,baseline
EC,Ecuador,Other,2025,5,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2026,5,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2027,5,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2028,5,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2029,5,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2025,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2026,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2027,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2028,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2029,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2030,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2031,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2032,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2033,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2034,10,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2025,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2026,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2027,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2028,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2029,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2030,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2031,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2032,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2033,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2034,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2035,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2036,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2037,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2038,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2039,15,3958719,3642021,4275416,v1.2.0,optimistic
EC,Ecuador,Other,2025,5,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2026,5,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2027,5,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2028,5,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2029,5,3816364,3511055,4121674,v1.2.0,pessimistic
EC,Ecuador,Other,2025,10,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2026,10,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2027,10,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2028,10,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2029,10,3816364,3511055,4121674,v1.2.0,pessimistic
EC,Ecuador,Other,2030,10,3816364,3511055,4121674,v1.2.0,pessimistic
EC,Ecuador,Other,2031,10,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2032,10,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2033,10,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2034,10,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2025,15,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2026,15,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2027,15,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2028,15,4003424,3683150,4323698,v1.2.0,pessimistic
EC,Ecuador,Other,2029,15,3816364,3511055,4121674,v1.2.0,pessimistic
EC,Ecuador,Other,2030,15,3816364,3511055,4121674,v1.2.0,pessimistic
EC,Ecuador,Other,2031,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2032,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2033,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2034,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2035,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2036,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2037,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2038,15,3970976,3653298,4288654,v1.2.0,pessimistic
EC,Ecuador,Other,2039,15,3970976,3653298,4288654,v1.2.0,pessimistic
EE,Estonia,Other,2025,5,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2026,5,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2027,5,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2028,5,141654,130322,152987,v1.2.0,baseline
EE,Estonia,Other,2029,5,120873,111203,130543,v1.2.0,baseline
EE,Estonia,Other,2025,10,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2026,10,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2027,10,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2028,10,141654,130322,152987,v1.2.0,baseline
EE,Estonia,Other,2029,10,120873,111203,130543,v1.2.0,baseline
EE,Estonia,Other,2030,10,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2031,10,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2032,10,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2033,10,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2034,10,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2025,15,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2026,15,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2027,15,165594,152347,178842,v1.2.0,baseline
EE,Estonia,Other,2028,15,141654,130322,152987,v1.2.0,baseline
EE,Estonia,Other,2029,15,120873,111203,130543,v1.2.0,baseline
EE,Estonia,Other,2030,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2031,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2032,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2033,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2034,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2035,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2036,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2037,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2038,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2039,15,113539,104455,122622,v1.2.0,baseline
EE,Estonia,Other,2025,5,165594,152347,178842,v1.2.0,optimistic
EE,Estonia,Other,2026,5,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2027,5,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2028,5,143597,132109,155084,v1.2.0,optimistic
EE,Estonia,Other,2029,5,122816,112990,132641,v1.2.0,optimistic
EE,Estonia,Other,2025,10,165594,152347,178842,v1.2.0,optimistic
EE,Estonia,Other,2026,10,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2027,10,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2028,10,143597,132109,155084,v1.2.0,optimistic
EE,Estonia,Other,2029,10,122816,112990,132641,v1.2.0,optimistic
EE,Estonia,Other,2030,10,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2031,10,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2032,10,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2033,10,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2034,10,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2025,15,165594,152347,178842,v1.2.0,optimistic
EE,Estonia,Other,2026,15,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2027,15,167536,154134,180939,v1.2.0,optimistic
EE,Estonia,Other,2028,15,143597,132109,155084,v1.2.0,optimistic
EE,Estonia,Other,2029,15,122816,112990,132641,v1.2.0,optimistic
EE,Estonia,Other,2030,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2031,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2032,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2033,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2034,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2035,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2036,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2037,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2038,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2039,15,115481,106242,124719,v1.2.0,optimistic
EE,Estonia,Other,2025,5,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2026,5,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2027,5,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2028,5,141654,130322,152987,v1.2.0,pessimistic
EE,Estonia,Other,2029,5,120873,111203,130543,v1.2.0,pessimistic
EE,Estonia,Other,2025,10,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2026,10,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2027,10,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2028,10,141654,130322,152987,v1.2.0,pessimistic
EE,Estonia,Other,2029,10,120873,111203,130543,v1.2.0,pessimistic
EE,Estonia,Other,2030,10,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2031,10,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2032,10,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2033,10,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2034,10,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2025,15,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2026,15,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2027,15,165594,152347,178842,v1.2.0,pessimistic
EE,Estonia,Other,2028,15,141654,130322,152987,v1.2.0,pessimistic
EE,Estonia,Other,2029,15,120873,111203,130543,v1.2.0,pessimistic
EE,Estonia,Other,2030,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2031,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2032,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2033,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2034,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2035,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2036,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2037,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2038,15,113539,104455,122622,v1.2.0,pessimistic
EE,Estonia,Other,2039,15,113539,104455,122622,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2025,5,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2026,5,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2027,5,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2028,5,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2029,5,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2025,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2026,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2027,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2028,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2029,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2030,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2031,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2032,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2033,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2034,10,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2025,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2026,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2027,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2028,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2029,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2030,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2031,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2032,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2033,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2034,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2035,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2036,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2037,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2038,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2039,15,26202982,24106743,28299221,v1.2.0,baseline
EG,"Egypt, Arab Rep.",Other,2025,5,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2026,5,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2027,5,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2028,5,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2029,5,26067656,23982244,28153068,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2025,10,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2026,10,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2027,10,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2028,10,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2029,10,26067656,23982244,28153068,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2030,10,26067656,23982244,28153068,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2031,10,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2032,10,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2033,10,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2034,10,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2025,15,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2026,15,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2027,15,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2028,15,26202982,24106743,28299221,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2029,15,26067656,23982244,28153068,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2030,15,26067656,23982244,28153068,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2031,15,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2032,15,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2033,15,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2034,15,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2035,15,26055264,23970843,28139685,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2036,15,25691472,23636154,27746790,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2037,15,25691472,23636154,27746790,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2038,15,25691472,23636154,27746790,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2039,15,25691472,23636154,27746790,v1.2.0,optimistic
EG,"Egypt, Arab Rep.",Other,2025,5,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2026,5,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2027,5,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2028,5,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2029,5,26527736,24405517,28649955,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2025,10,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2026,10,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2027,10,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2028,10,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2029,10,26527736,24405517,28649955,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2030,10,26527736,24405517,28649955,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2031,10,26379778,24269396,28490160,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2032,10,26379778,24269396,28490160,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2033,10,26666746,24533406,28800086,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2034,10,26666746,24533406,28800086,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2025,15,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2026,15,26425856,24311788,28539924,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2027,15,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2028,15,26508896,24388184,28629608,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2029,15,26527736,24405517,28649955,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2030,15,26527736,24405517,28649955,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2031,15,26379778,24269396,28490160,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2032,15,26379778,24269396,28490160,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2033,15,26666746,24533406,28800086,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2034,15,26666746,24533406,28800086,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2035,15,26884436,24733681,29035191,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2036,15,27028762,24866461,29191063,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2037,15,27340462,25153225,29527699,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2038,15,27340462,25153225,29527699,v1.2.0,pessimistic
EG,"Egypt, Arab Rep.",Other,2039,15,27340462,25153225,29527699,v1.2.0,pessimistic
ER,Eritrea,Other,2025,5,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2026,5,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2027,5,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2028,5,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2029,5,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2025,10,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2026,10,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2027,10,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2028,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2029,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2030,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2031,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2032,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2033,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2034,10,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2025,15,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2026,15,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2027,15,642799,591375,694223,v1.2.0,baseline
ER,Eritrea,Other,2028,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2029,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2030,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2031,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2032,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2033,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2034,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2035,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2036,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2037,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2038,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2039,15,632056,581492,682620,v1.2.0,baseline
ER,Eritrea,Other,2025,5,642799,591375,694223,v1.2.0,optimistic
ER,Eritrea,Other,2026,5,630408,579975,680841,v1.2.0,optimistic
ER,Eritrea,Other,2027,5,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2028,5,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2029,5,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2025,10,642799,591375,694223,v1.2.0,optimistic
ER,Eritrea,Other,2026,10,630408,579975,680841,v1.2.0,optimistic
ER,Eritrea,Other,2027,10,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2028,10,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2029,10,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2030,10,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2031,10,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2032,10,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2033,10,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2034,10,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2025,15,642799,591375,694223,v1.2.0,optimistic
ER,Eritrea,Other,2026,15,630408,579975,680841,v1.2.0,optimistic
ER,Eritrea,Other,2027,15,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2028,15,619665,570092,669238,v1.2.0,optimistic
ER,Eritrea,Other,2029,15,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2030,15,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2031,15,598139,550288,645990,v1.2.0,optimistic
ER,Eritrea,Other,2032,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2033,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2034,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2035,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2036,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2037,15,591023,543741,638305,v1.2.0,optimistic
ER,Eritrea,Other,2038,15,599571,551605,647537,v1.2.0,optimistic
ER,Eritrea,Other,2039,15,599571,551605,647537,v1.2.0,optimistic
ER,Eritrea,Other,2025,5,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2026,5,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2027,5,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2028,5,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2029,5,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2025,10,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2026,10,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2027,10,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2028,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2029,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2030,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2031,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2032,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2033,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2034,10,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2025,15,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2026,15,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2027,15,642799,591375,694223,v1.2.0,pessimistic
ER,Eritrea,Other,2028,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2029,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2030,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2031,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2032,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2033,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2034,15,632056,581492,682620,v1.2.0,pessimistic
ER,Eritrea,Other,2035,15,627600,577392,677808,v1.2.0,pessimistic
ER,Eritrea,Other,2036,15,627600,577392,677808,v1.2.0,pessimistic
ER,Eritrea,Other,2037,15,646441,594725,698156,v1.2.0,pessimistic
