country_code,country_name,region,forecast_year,horizon,predicted_enrollment,lower_bound,upper_bound,model_version,scenario
ER,Eritrea,Other,2038,15,646441,594725,698156,v1.2.0,pessimistic
ER,Eritrea,Other,2039,15,646441,594725,698156,v1.2.0,pessimistic
ES,Spain,Other,2025,5,6939168,6384035,7494301,v1.2.0,baseline
ES,Spain,Other,2026,5,7167381,6593991,7740771,v1.2.0,baseline
ES,Spain,Other,2027,5,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2028,5,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2029,5,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2025,10,6939168,6384035,7494301,v1.2.0,baseline
ES,Spain,Other,2026,10,7167381,6593991,7740771,v1.2.0,baseline
ES,Spain,Other,2027,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2028,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2029,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2030,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2031,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2032,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2033,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2034,10,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2025,15,6939168,6384035,7494301,v1.2.0,baseline
ES,Spain,Other,2026,15,7167381,6593991,7740771,v1.2.0,baseline
ES,Spain,Other,2027,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2028,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2029,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2030,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2031,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2032,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2033,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2034,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2035,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2036,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2037,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2038,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2039,15,7175734,6601675,7749793,v1.2.0,baseline
ES,Spain,Other,2025,5,6939168,6384035,7494301,v1.2.0,optimistic
ES,Spain,Other,2026,5,7167381,6593991,7740771,v1.2.0,optimistic
ES,Spain,Other,2027,5,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2028,5,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2029,5,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2025,10,6939168,6384035,7494301,v1.2.0,optimistic
ES,Spain,Other,2026,10,7167381,6593991,7740771,v1.2.0,optimistic
ES,Spain,Other,2027,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2028,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2029,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2030,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2031,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2032,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2033,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2034,10,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2025,15,6939168,6384035,7494301,v1.2.0,optimistic
ES,Spain,Other,2026,15,7167381,6593991,7740771,v1.2.0,optimistic
ES,Spain,Other,2027,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2028,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2029,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2030,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2031,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2032,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2033,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2034,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2035,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2036,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2037,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2038,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2039,15,7175734,6601675,7749793,v1.2.0,optimistic
ES,Spain,Other,2025,5,6939168,6384035,7494301,v1.2.0,pessimistic
ES,Spain,Other,2026,5,7167381,6593991,7740771,v1.2.0,pessimistic
ES,Spain,Other,2027,5,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2028,5,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2029,5,7213743,6636644,7790842,v1.2.0,pessimistic
ES,Spain,Other,2025,10,6939168,6384035,7494301,v1.2.0,pessimistic
ES,Spain,Other,2026,10,7167381,6593991,7740771,v1.2.0,pessimistic
ES,Spain,Other,2027,10,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2028,10,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2029,10,7213743,6636644,7790842,v1.2.0,pessimistic
ES,Spain,Other,2030,10,7483020,6884378,8081662,v1.2.0,pessimistic
ES,Spain,Other,2031,10,7483020,6884378,8081662,v1.2.0,pessimistic
ES,Spain,Other,2032,10,7486354,6887446,8085262,v1.2.0,pessimistic
ES,Spain,Other,2033,10,7486354,6887446,8085262,v1.2.0,pessimistic
ES,Spain,Other,2034,10,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2025,15,6939168,6384035,7494301,v1.2.0,pessimistic
ES,Spain,Other,2026,15,7167381,6593991,7740771,v1.2.0,pessimistic
ES,Spain,Other,2027,15,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2028,15,7175734,6601675,7749793,v1.2.0,pessimistic
ES,Spain,Other,2029,15,7213743,6636644,7790842,v1.2.0,pessimistic
ES,Spain,Other,2030,15,7483020,6884378,8081662,v1.2.0,pessimistic
ES,Spain,Other,2031,15,7483020,6884378,8081662,v1.2.0,pessimistic
ES,Spain,Other,2032,15,7486354,6887446,8085262,v1.2.0,pessimistic
ES,Spain,Other,2033,15,7486354,6887446,8085262,v1.2.0,pessimistic
ES,Spain,Other,2034,15,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2035,15,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2036,15,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2037,15,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2038,15,7509423,6908669,8110177,v1.2.0,pessimistic
ES,Spain,Other,2039,15,7509423,6908669,8110177,v1.2.0,pessimistic
ET,Ethiopia,Other,2025,5,17903204,16470948,19335460,v1.2.0,baseline
ET,Ethiopia,Other,2026,5,18174708,16720731,19628685,v1.2.0,baseline
ET,Ethiopia,Other,2027,5,18351196,16883100,19819292,v1.2.0,baseline
ET,Ethiopia,Other,2028,5,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2029,5,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2025,10,17903204,16470948,19335460,v1.2.0,baseline
ET,Ethiopia,Other,2026,10,18174708,16720731,19628685,v1.2.0,baseline
ET,Ethiopia,Other,2027,10,18351196,16883100,19819292,v1.2.0,baseline
ET,Ethiopia,Other,2028,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2029,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2030,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2031,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2032,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2033,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2034,10,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2025,15,17903204,16470948,19335460,v1.2.0,baseline
ET,Ethiopia,Other,2026,15,18174708,16720731,19628685,v1.2.0,baseline
ET,Ethiopia,Other,2027,15,18351196,16883100,19819292,v1.2.0,baseline
ET,Ethiopia,Other,2028,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2029,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2030,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2031,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2032,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2033,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2034,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2035,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2036,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2037,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2038,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2039,15,18030372,16587942,19472802,v1.2.0,baseline
ET,Ethiopia,Other,2025,5,17903204,16470948,19335460,v1.2.0,optimistic
ET,Ethiopia,Other,2026,5,18086458,16639541,19533375,v1.2.0,optimistic
ET,Ethiopia,Other,2027,5,18214734,16757555,19671913,v1.2.0,optimistic
ET,Ethiopia,Other,2028,5,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2029,5,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2025,10,17903204,16470948,19335460,v1.2.0,optimistic
ET,Ethiopia,Other,2026,10,18086458,16639541,19533375,v1.2.0,optimistic
ET,Ethiopia,Other,2027,10,18214734,16757555,19671913,v1.2.0,optimistic
ET,Ethiopia,Other,2028,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2029,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2030,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2031,10,18124016,16674095,19573937,v1.2.0,optimistic
ET,Ethiopia,Other,2032,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2033,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2034,10,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2025,15,17903204,16470948,19335460,v1.2.0,optimistic
ET,Ethiopia,Other,2026,15,18086458,16639541,19533375,v1.2.0,optimistic
ET,Ethiopia,Other,2027,15,18214734,16757555,19671913,v1.2.0,optimistic
ET,Ethiopia,Other,2028,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2029,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2030,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2031,15,18124016,16674095,19573937,v1.2.0,optimistic
ET,Ethiopia,Other,2032,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2033,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2034,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2035,15,18124016,16674095,19573937,v1.2.0,optimistic
ET,Ethiopia,Other,2036,15,17893910,16462397,19325423,v1.2.0,optimistic
ET,Ethiopia,Other,2037,15,17267518,15886117,18648919,v1.2.0,optimistic
ET,Ethiopia,Other,2038,15,18477746,16999526,19955966,v1.2.0,optimistic
ET,Ethiopia,Other,2039,15,21323950,19618034,23029866,v1.2.0,optimistic
ET,Ethiopia,Other,2025,5,17903204,16470948,19335460,v1.2.0,pessimistic
ET,Ethiopia,Other,2026,5,18233392,16774721,19692063,v1.2.0,pessimistic
ET,Ethiopia,Other,2027,5,18409880,16937090,19882670,v1.2.0,pessimistic
ET,Ethiopia,Other,2028,5,21008236,19327577,22688895,v1.2.0,pessimistic
ET,Ethiopia,Other,2029,5,22650460,20838423,24462497,v1.2.0,pessimistic
ET,Ethiopia,Other,2025,10,17903204,16470948,19335460,v1.2.0,pessimistic
ET,Ethiopia,Other,2026,10,18233392,16774721,19692063,v1.2.0,pessimistic
ET,Ethiopia,Other,2027,10,18409880,16937090,19882670,v1.2.0,pessimistic
ET,Ethiopia,Other,2028,10,21008236,19327577,22688895,v1.2.0,pessimistic
ET,Ethiopia,Other,2029,10,22650460,20838423,24462497,v1.2.0,pessimistic
ET,Ethiopia,Other,2030,10,21996926,20237172,23756680,v1.2.0,pessimistic
ET,Ethiopia,Other,2031,10,22335516,20548675,24122357,v1.2.0,pessimistic
ET,Ethiopia,Other,2032,10,25017600,23016192,27019008,v1.2.0,pessimistic
ET,Ethiopia,Other,2033,10,25121098,23111410,27130786,v1.2.0,pessimistic
ET,Ethiopia,Other,2034,10,24533032,22570389,26495675,v1.2.0,pessimistic
ET,Ethiopia,Other,2025,15,17903204,16470948,19335460,v1.2.0,pessimistic
ET,Ethiopia,Other,2026,15,18233392,16774721,19692063,v1.2.0,pessimistic
ET,Ethiopia,Other,2027,15,18409880,16937090,19882670,v1.2.0,pessimistic
ET,Ethiopia,Other,2028,15,21008236,19327577,22688895,v1.2.0,pessimistic
ET,Ethiopia,Other,2029,15,22650460,20838423,24462497,v1.2.0,pessimistic
ET,Ethiopia,Other,2030,15,21996926,20237172,23756680,v1.2.0,pessimistic
ET,Ethiopia,Other,2031,15,22335516,20548675,24122357,v1.2.0,pessimistic
ET,Ethiopia,Other,2032,15,25017600,23016192,27019008,v1.2.0,pessimistic
ET,Ethiopia,Other,2033,15,25121098,23111410,27130786,v1.2.0,pessimistic
ET,Ethiopia,Other,2034,15,24533032,22570389,26495675,v1.2.0,pessimistic
ET,Ethiopia,Other,2035,15,24688772,22713670,26663874,v1.2.0,pessimistic
ET,Ethiopia,Other,2036,15,24688772,22713670,26663874,v1.2.0,pessimistic
ET,Ethiopia,Other,2037,15,24688772,22713670,26663874,v1.2.0,pessimistic
ET,Ethiopia,Other,2038,15,24688772,22713670,26663874,v1.2.0,pessimistic
ET,Ethiopia,Other,2039,15,24688772,22713670,26663874,v1.2.0,pessimistic
EU,European Union,Other,2025,5,72377440,66587245,78167635,v1.2.0,baseline
EU,European Union,Other,2026,5,75367368,69337979,81396757,v1.2.0,baseline
EU,European Union,Other,2027,5,77002032,70841869,83162195,v1.2.0,baseline
EU,European Union,Other,2028,5,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2029,5,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2025,10,72377440,66587245,78167635,v1.2.0,baseline
EU,European Union,Other,2026,10,75367368,69337979,81396757,v1.2.0,baseline
EU,European Union,Other,2027,10,77002032,70841869,83162195,v1.2.0,baseline
EU,European Union,Other,2028,10,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2029,10,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2030,10,81445432,74929797,87961067,v1.2.0,baseline
EU,European Union,Other,2031,10,81445112,74929503,87960721,v1.2.0,baseline
EU,European Union,Other,2032,10,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2033,10,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2034,10,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2025,15,72377440,66587245,78167635,v1.2.0,baseline
EU,European Union,Other,2026,15,75367368,69337979,81396757,v1.2.0,baseline
EU,European Union,Other,2027,15,77002032,70841869,83162195,v1.2.0,baseline
EU,European Union,Other,2028,15,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2029,15,80025048,73623044,86427052,v1.2.0,baseline
EU,European Union,Other,2030,15,81445432,74929797,87961067,v1.2.0,baseline
EU,European Union,Other,2031,15,81445112,74929503,87960721,v1.2.0,baseline
EU,European Union,Other,2032,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2033,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2034,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2035,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2036,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2037,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2038,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2039,15,81410376,74897546,87923206,v1.2.0,baseline
EU,European Union,Other,2025,5,72377440,66587245,78167635,v1.2.0,optimistic
EU,European Union,Other,2026,5,75367368,69337979,81396757,v1.2.0,optimistic
EU,European Union,Other,2027,5,77002032,70841869,83162195,v1.2.0,optimistic
EU,European Union,Other,2028,5,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2029,5,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2025,10,72377440,66587245,78167635,v1.2.0,optimistic
EU,European Union,Other,2026,10,75367368,69337979,81396757,v1.2.0,optimistic
EU,European Union,Other,2027,10,77002032,70841869,83162195,v1.2.0,optimistic
EU,European Union,Other,2028,10,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2029,10,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2030,10,81574968,75048971,88100965,v1.2.0,optimistic
EU,European Union,Other,2031,10,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2032,10,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2033,10,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2034,10,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2025,15,72377440,66587245,78167635,v1.2.0,optimistic
EU,European Union,Other,2026,15,75367368,69337979,81396757,v1.2.0,optimistic
EU,European Union,Other,2027,15,77002032,70841869,83162195,v1.2.0,optimistic
EU,European Union,Other,2028,15,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2029,15,80154584,73742217,86566951,v1.2.0,optimistic
EU,European Union,Other,2030,15,81574968,75048971,88100965,v1.2.0,optimistic
EU,European Union,Other,2031,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2032,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2033,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2034,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2035,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2036,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2037,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2038,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2039,15,81539912,75016719,88063105,v1.2.0,optimistic
EU,European Union,Other,2025,5,72377440,66587245,78167635,v1.2.0,pessimistic
EU,European Union,Other,2026,5,75367368,69337979,81396757,v1.2.0,pessimistic
EU,European Union,Other,2027,5,77002032,70841869,83162195,v1.2.0,pessimistic
EU,European Union,Other,2028,5,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2029,5,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2025,10,72377440,66587245,78167635,v1.2.0,pessimistic
EU,European Union,Other,2026,10,75367368,69337979,81396757,v1.2.0,pessimistic
EU,European Union,Other,2027,10,77002032,70841869,83162195,v1.2.0,pessimistic
EU,European Union,Other,2028,10,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2029,10,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2030,10,81445432,74929797,87961067,v1.2.0,pessimistic
EU,European Union,Other,2031,10,81445112,74929503,87960721,v1.2.0,pessimistic
EU,European Union,Other,2032,10,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2033,10,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2034,10,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2025,15,72377440,66587245,78167635,v1.2.0,pessimistic
EU,European Union,Other,2026,15,75367368,69337979,81396757,v1.2.0,pessimistic
EU,European Union,Other,2027,15,77002032,70841869,83162195,v1.2.0,pessimistic
EU,European Union,Other,2028,15,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2029,15,80025048,73623044,86427052,v1.2.0,pessimistic
EU,European Union,Other,2030,15,81445432,74929797,87961067,v1.2.0,pessimistic
EU,European Union,Other,2031,15,81445112,74929503,87960721,v1.2.0,pessimistic
EU,European Union,Other,2032,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2033,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2034,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2035,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2036,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2037,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2038,15,81410376,74897546,87923206,v1.2.0,pessimistic
EU,European Union,Other,2039,15,81410376,74897546,87923206,v1.2.0,pessimistic
F1,Fragile and conflict affected situations,Other,2025,5,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2026,5,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2027,5,228427504,210153304,246701704,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2028,5,232358320,213769654,250946986,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2029,5,243675248,224181228,263169268,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2025,10,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2026,10,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2027,10,228427504,210153304,246701704,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2028,10,232358320,213769654,250946986,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2029,10,243675248,224181228,263169268,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2030,10,256452384,235936193,276968575,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2031,10,261036864,240153915,281919813,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2032,10,261046272,240162570,281929974,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2033,10,262679664,241665291,283694037,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2034,10,270209248,248592508,291825988,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2025,15,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2026,15,219993936,202394421,237593451,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2027,15,228427504,210153304,246701704,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2028,15,232358320,213769654,250946986,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2029,15,243675248,224181228,263169268,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2030,15,256452384,235936193,276968575,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2031,15,261036864,240153915,281919813,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2032,15,261046272,240162570,281929974,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2033,15,262679664,241665291,283694037,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2034,15,270209248,248592508,291825988,v1.2.0,baseline
F1,Fragile and conflict affected situations,Other,2035,15,280010912,257610039,302411785,v1.2.0,baseline
